id,numTrees,currenmaxtLeaf,currDepth,Val_score,Train_score,minLeaf,maxFea,minSplit,min_impurity_decrease,warm_start
515,1,2,21,0.5,0.5,11,10,12,20,False
516,1,2,21,0.5,0.5,11,10,12,20,True
517,1,2,21,0.644,0.662,11,10,22,0,False
518,1,2,21,0.644,0.662,11,10,22,0,True
519,1,2,21,0.5,0.5,11,10,22,10,False
520,1,2,21,0.5,0.5,11,10,22,10,True
521,1,2,21,0.5,0.5,11,10,22,20,False
522,1,2,21,0.5,0.5,11,10,22,20,True
523,1,2,21,0.644,0.662,11,10,32,0,False
524,1,2,21,0.644,0.662,11,10,32,0,True
525,1,2,21,0.5,0.5,11,10,32,10,False
526,1,2,21,0.5,0.5,11,10,32,10,True
527,1,2,21,0.5,0.5,11,10,32,20,False
528,1,2,21,0.5,0.5,11,10,32,20,True
529,1,2,21,0.791,0.778,11,10,2,0,False
530,1,2,21,0.791,0.778,11,10,2,0,True
531,1,2,21,0.5,0.5,11,10,2,10,False
532,1,2,21,0.5,0.5,11,10,2,10,True
533,1,2,21,0.5,0.5,11,10,2,20,False
534,1,2,21,0.5,0.5,11,10,2,20,True
535,1,2,21,0.791,0.778,11,10,12,0,False
536,1,2,21,0.791,0.778,11,10,12,0,True
537,1,2,21,0.5,0.5,11,10,12,10,False
538,1,2,21,0.5,0.5,11,10,12,10,True
539,1,2,21,0.5,0.5,11,10,12,20,False
540,1,2,21,0.5,0.5,11,10,12,20,True
541,1,2,21,0.791,0.778,11,10,22,0,False
542,1,2,21,0.791,0.778,11,10,22,0,True
543,1,2,21,0.5,0.5,11,10,22,10,False
544,1,2,21,0.5,0.5,11,10,22,10,True
545,1,2,21,0.5,0.5,11,10,22,20,False
546,1,2,21,0.5,0.5,11,10,22,20,True
547,1,2,21,0.791,0.778,11,10,32,0,False
548,1,2,21,0.791,0.778,11,10,32,0,True
549,1,2,21,0.5,0.5,11,10,32,10,False
550,1,2,21,0.5,0.5,11,10,32,10,True
551,1,2,21,0.5,0.5,11,10,32,20,False
552,1,2,21,0.5,0.5,11,10,32,20,True
553,1,2,21,0.791,0.778,11,10,2,0,False
554,1,2,21,0.791,0.778,11,10,2,0,True
555,1,2,21,0.5,0.5,11,10,2,10,False
556,1,2,21,0.5,0.5,11,10,2,10,True
557,1,2,21,0.5,0.5,11,10,2,20,False
558,1,2,21,0.5,0.5,11,10,2,20,True
559,1,2,21,0.791,0.778,11,10,12,0,False
560,1,2,21,0.791,0.778,11,10,12,0,True
561,1,2,21,0.5,0.5,11,10,12,10,False
562,1,2,21,0.5,0.5,11,10,12,10,True
563,1,2,21,0.5,0.5,11,10,12,20,False
564,1,2,21,0.5,0.5,11,10,12,20,True
565,1,2,21,0.791,0.778,11,10,22,0,False
566,1,2,21,0.791,0.778,11,10,22,0,True
567,1,2,21,0.5,0.5,11,10,22,10,False
568,1,2,21,0.5,0.5,11,10,22,10,True
569,1,2,21,0.5,0.5,11,10,22,20,False
570,1,2,21,0.5,0.5,11,10,22,20,True
571,1,2,21,0.791,0.778,11,10,32,0,False
572,1,2,21,0.791,0.778,11,10,32,0,True
573,1,2,21,0.5,0.5,11,10,32,10,False
574,1,2,21,0.5,0.5,11,10,32,10,True
575,1,2,21,0.5,0.5,11,10,32,20,False
576,1,2,21,0.5,0.5,11,10,32,20,True
577,1,2,21,0.644,0.662,21,10,2,0,False
578,1,2,21,0.644,0.662,21,10,2,0,True
579,1,2,21,0.5,0.5,21,10,2,10,False
580,1,2,21,0.5,0.5,21,10,2,10,True
581,1,2,21,0.5,0.5,21,10,2,20,False
582,1,2,21,0.5,0.5,21,10,2,20,True
583,1,2,21,0.644,0.662,21,10,12,0,False
584,1,2,21,0.644,0.662,21,10,12,0,True
585,1,2,21,0.5,0.5,21,10,12,10,False
586,1,2,21,0.5,0.5,21,10,12,10,True
587,1,2,21,0.5,0.5,21,10,12,20,False
588,1,2,21,0.5,0.5,21,10,12,20,True
589,1,2,21,0.644,0.662,21,10,22,0,False
590,1,2,21,0.644,0.662,21,10,22,0,True
591,1,2,21,0.5,0.5,21,10,22,10,False
592,1,2,21,0.5,0.5,21,10,22,10,True
593,1,2,21,0.5,0.5,21,10,22,20,False
594,1,2,21,0.5,0.5,21,10,22,20,True
595,1,2,21,0.644,0.662,21,10,32,0,False
596,1,2,21,0.644,0.662,21,10,32,0,True
597,1,2,21,0.5,0.5,21,10,32,10,False
598,1,2,21,0.5,0.5,21,10,32,10,True
599,1,2,21,0.5,0.5,21,10,32,20,False
600,1,2,21,0.5,0.5,21,10,32,20,True
601,1,2,21,0.791,0.778,21,10,2,0,False
602,1,2,21,0.791,0.778,21,10,2,0,True
603,1,2,21,0.5,0.5,21,10,2,10,False
604,1,2,21,0.5,0.5,21,10,2,10,True
605,1,2,21,0.5,0.5,21,10,2,20,False
606,1,2,21,0.5,0.5,21,10,2,20,True
607,1,2,21,0.791,0.778,21,10,12,0,False
608,1,2,21,0.791,0.778,21,10,12,0,True
609,1,2,21,0.5,0.5,21,10,12,10,False
610,1,2,21,0.5,0.5,21,10,12,10,True
611,1,2,21,0.5,0.5,21,10,12,20,False
612,1,2,21,0.5,0.5,21,10,12,20,True
613,1,2,21,0.791,0.778,21,10,22,0,False
614,1,2,21,0.791,0.778,21,10,22,0,True
615,1,2,21,0.5,0.5,21,10,22,10,False
616,1,2,21,0.5,0.5,21,10,22,10,True
617,1,2,21,0.5,0.5,21,10,22,20,False
618,1,2,21,0.5,0.5,21,10,22,20,True
619,1,2,21,0.791,0.778,21,10,32,0,False
620,1,2,21,0.791,0.778,21,10,32,0,True
621,1,2,21,0.5,0.5,21,10,32,10,False
622,1,2,21,0.5,0.5,21,10,32,10,True
623,1,2,21,0.5,0.5,21,10,32,20,False
624,1,2,21,0.5,0.5,21,10,32,20,True
625,1,2,21,0.791,0.778,21,10,2,0,False
626,1,2,21,0.791,0.778,21,10,2,0,True
627,1,2,21,0.5,0.5,21,10,2,10,False
628,1,2,21,0.5,0.5,21,10,2,10,True
629,1,2,21,0.5,0.5,21,10,2,20,False
630,1,2,21,0.5,0.5,21,10,2,20,True
631,1,2,21,0.791,0.778,21,10,12,0,False
632,1,2,21,0.791,0.778,21,10,12,0,True
633,1,2,21,0.5,0.5,21,10,12,10,False
634,1,2,21,0.5,0.5,21,10,12,10,True
635,1,2,21,0.5,0.5,21,10,12,20,False
636,1,2,21,0.5,0.5,21,10,12,20,True
637,1,2,21,0.791,0.778,21,10,22,0,False
638,1,2,21,0.791,0.778,21,10,22,0,True
639,1,2,21,0.5,0.5,21,10,22,10,False
640,1,2,21,0.5,0.5,21,10,22,10,True
641,1,2,21,0.5,0.5,21,10,22,20,False
642,1,2,21,0.5,0.5,21,10,22,20,True
643,1,2,21,0.791,0.778,21,10,32,0,False
644,1,2,21,0.791,0.778,21,10,32,0,True
645,1,2,21,0.5,0.5,21,10,32,10,False
646,1,2,21,0.5,0.5,21,10,32,10,True
647,1,2,21,0.5,0.5,21,10,32,20,False
648,1,2,21,0.5,0.5,21,10,32,20,True
649,1,2,31,0.644,0.662,1,10,2,0,False
650,1,2,31,0.644,0.662,1,10,2,0,True
651,1,2,31,0.5,0.5,1,10,2,10,False
652,1,2,31,0.5,0.5,1,10,2,10,True
653,1,2,31,0.5,0.5,1,10,2,20,False
654,1,2,31,0.5,0.5,1,10,2,20,True
655,1,2,31,0.644,0.662,1,10,12,0,False
656,1,2,31,0.644,0.662,1,10,12,0,True
657,1,2,31,0.5,0.5,1,10,12,10,False
658,1,2,31,0.5,0.5,1,10,12,10,True
659,1,2,31,0.5,0.5,1,10,12,20,False
660,1,2,31,0.5,0.5,1,10,12,20,True
661,1,2,31,0.644,0.662,1,10,22,0,False
662,1,2,31,0.644,0.662,1,10,22,0,True
663,1,2,31,0.5,0.5,1,10,22,10,False
664,1,2,31,0.5,0.5,1,10,22,10,True
665,1,2,31,0.5,0.5,1,10,22,20,False
666,1,2,31,0.5,0.5,1,10,22,20,True
667,1,2,31,0.644,0.662,1,10,32,0,False
668,1,2,31,0.644,0.662,1,10,32,0,True
669,1,2,31,0.5,0.5,1,10,32,10,False
670,1,2,31,0.5,0.5,1,10,32,10,True
671,1,2,31,0.5,0.5,1,10,32,20,False
672,1,2,31,0.5,0.5,1,10,32,20,True
673,1,2,31,0.791,0.778,1,10,2,0,False
674,1,2,31,0.791,0.778,1,10,2,0,True
675,1,2,31,0.5,0.5,1,10,2,10,False
676,1,2,31,0.5,0.5,1,10,2,10,True
677,1,2,31,0.5,0.5,1,10,2,20,False
678,1,2,31,0.5,0.5,1,10,2,20,True
679,1,2,31,0.791,0.778,1,10,12,0,False
680,1,2,31,0.791,0.778,1,10,12,0,True
681,1,2,31,0.5,0.5,1,10,12,10,False
682,1,2,31,0.5,0.5,1,10,12,10,True
683,1,2,31,0.5,0.5,1,10,12,20,False
684,1,2,31,0.5,0.5,1,10,12,20,True
685,1,2,31,0.791,0.778,1,10,22,0,False
686,1,2,31,0.791,0.778,1,10,22,0,True
687,1,2,31,0.5,0.5,1,10,22,10,False
688,1,2,31,0.5,0.5,1,10,22,10,True
689,1,2,31,0.5,0.5,1,10,22,20,False
690,1,2,31,0.5,0.5,1,10,22,20,True
691,1,2,31,0.791,0.778,1,10,32,0,False
692,1,2,31,0.791,0.778,1,10,32,0,True
693,1,2,31,0.5,0.5,1,10,32,10,False
694,1,2,31,0.5,0.5,1,10,32,10,True
695,1,2,31,0.5,0.5,1,10,32,20,False
696,1,2,31,0.5,0.5,1,10,32,20,True
697,1,2,31,0.791,0.778,1,10,2,0,False
698,1,2,31,0.791,0.778,1,10,2,0,True
699,1,2,31,0.5,0.5,1,10,2,10,False
700,1,2,31,0.5,0.5,1,10,2,10,True
701,1,2,31,0.5,0.5,1,10,2,20,False
702,1,2,31,0.5,0.5,1,10,2,20,True
703,1,2,31,0.791,0.778,1,10,12,0,False
704,1,2,31,0.791,0.778,1,10,12,0,True
705,1,2,31,0.5,0.5,1,10,12,10,False
706,1,2,31,0.5,0.5,1,10,12,10,True
707,1,2,31,0.5,0.5,1,10,12,20,False
708,1,2,31,0.5,0.5,1,10,12,20,True
709,1,2,31,0.791,0.778,1,10,22,0,False
710,1,2,31,0.791,0.778,1,10,22,0,True
711,1,2,31,0.5,0.5,1,10,22,10,False
712,1,2,31,0.5,0.5,1,10,22,10,True
713,1,2,31,0.5,0.5,1,10,22,20,False
714,1,2,31,0.5,0.5,1,10,22,20,True
715,1,2,31,0.791,0.778,1,10,32,0,False
716,1,2,31,0.791,0.778,1,10,32,0,True
717,1,2,31,0.5,0.5,1,10,32,10,False
718,1,2,31,0.5,0.5,1,10,32,10,True
719,1,2,31,0.5,0.5,1,10,32,20,False
720,1,2,31,0.5,0.5,1,10,32,20,True
721,1,2,31,0.644,0.662,11,10,2,0,False
722,1,2,31,0.644,0.662,11,10,2,0,True
723,1,2,31,0.5,0.5,11,10,2,10,False
724,1,2,31,0.5,0.5,11,10,2,10,True
725,1,2,31,0.5,0.5,11,10,2,20,False
726,1,2,31,0.5,0.5,11,10,2,20,True
727,1,2,31,0.644,0.662,11,10,12,0,False
728,1,2,31,0.644,0.662,11,10,12,0,True
729,1,2,31,0.5,0.5,11,10,12,10,False
730,1,2,31,0.5,0.5,11,10,12,10,True
731,1,2,31,0.5,0.5,11,10,12,20,False
732,1,2,31,0.5,0.5,11,10,12,20,True
733,1,2,31,0.644,0.662,11,10,22,0,False
734,1,2,31,0.644,0.662,11,10,22,0,True
735,1,2,31,0.5,0.5,11,10,22,10,False
736,1,2,31,0.5,0.5,11,10,22,10,True
737,1,2,31,0.5,0.5,11,10,22,20,False
738,1,2,31,0.5,0.5,11,10,22,20,True
739,1,2,31,0.644,0.662,11,10,32,0,False
740,1,2,31,0.644,0.662,11,10,32,0,True
741,1,2,31,0.5,0.5,11,10,32,10,False
742,1,2,31,0.5,0.5,11,10,32,10,True
743,1,2,31,0.5,0.5,11,10,32,20,False
744,1,2,31,0.5,0.5,11,10,32,20,True
745,1,2,31,0.791,0.778,11,10,2,0,False
746,1,2,31,0.791,0.778,11,10,2,0,True
747,1,2,31,0.5,0.5,11,10,2,10,False
748,1,2,31,0.5,0.5,11,10,2,10,True
749,1,2,31,0.5,0.5,11,10,2,20,False
750,1,2,31,0.5,0.5,11,10,2,20,True
751,1,2,31,0.791,0.778,11,10,12,0,False
752,1,2,31,0.791,0.778,11,10,12,0,True
753,1,2,31,0.5,0.5,11,10,12,10,False
754,1,2,31,0.5,0.5,11,10,12,10,True
755,1,2,31,0.5,0.5,11,10,12,20,False
756,1,2,31,0.5,0.5,11,10,12,20,True
757,1,2,31,0.791,0.778,11,10,22,0,False
758,1,2,31,0.791,0.778,11,10,22,0,True
759,1,2,31,0.5,0.5,11,10,22,10,False
760,1,2,31,0.5,0.5,11,10,22,10,True
761,1,2,31,0.5,0.5,11,10,22,20,False
762,1,2,31,0.5,0.5,11,10,22,20,True
763,1,2,31,0.791,0.778,11,10,32,0,False
764,1,2,31,0.791,0.778,11,10,32,0,True
765,1,2,31,0.5,0.5,11,10,32,10,False
766,1,2,31,0.5,0.5,11,10,32,10,True
767,1,2,31,0.5,0.5,11,10,32,20,False
768,1,2,31,0.5,0.5,11,10,32,20,True
769,1,2,31,0.791,0.778,11,10,2,0,False
770,1,2,31,0.791,0.778,11,10,2,0,True
771,1,2,31,0.5,0.5,11,10,2,10,False
772,1,2,31,0.5,0.5,11,10,2,10,True
773,1,2,31,0.5,0.5,11,10,2,20,False
774,1,2,31,0.5,0.5,11,10,2,20,True
775,1,2,31,0.791,0.778,11,10,12,0,False
776,1,2,31,0.791,0.778,11,10,12,0,True
777,1,2,31,0.5,0.5,11,10,12,10,False
778,1,2,31,0.5,0.5,11,10,12,10,True
779,1,2,31,0.5,0.5,11,10,12,20,False
780,1,2,31,0.5,0.5,11,10,12,20,True
781,1,2,31,0.791,0.778,11,10,22,0,False
782,1,2,31,0.791,0.778,11,10,22,0,True
783,1,2,31,0.5,0.5,11,10,22,10,False
784,1,2,31,0.5,0.5,11,10,22,10,True
785,1,2,31,0.5,0.5,11,10,22,20,False
786,1,2,31,0.5,0.5,11,10,22,20,True
787,1,2,31,0.791,0.778,11,10,32,0,False
788,1,2,31,0.791,0.778,11,10,32,0,True
789,1,2,31,0.5,0.5,11,10,32,10,False
790,1,2,31,0.5,0.5,11,10,32,10,True
791,1,2,31,0.5,0.5,11,10,32,20,False
792,1,2,31,0.5,0.5,11,10,32,20,True
793,1,2,31,0.644,0.662,21,10,2,0,False
794,1,2,31,0.644,0.662,21,10,2,0,True
795,1,2,31,0.5,0.5,21,10,2,10,False
796,1,2,31,0.5,0.5,21,10,2,10,True
797,1,2,31,0.5,0.5,21,10,2,20,False
798,1,2,31,0.5,0.5,21,10,2,20,True
799,1,2,31,0.644,0.662,21,10,12,0,False
800,1,2,31,0.644,0.662,21,10,12,0,True
801,1,2,31,0.5,0.5,21,10,12,10,False
802,1,2,31,0.5,0.5,21,10,12,10,True
803,1,2,31,0.5,0.5,21,10,12,20,False
804,1,2,31,0.5,0.5,21,10,12,20,True
805,1,2,31,0.644,0.662,21,10,22,0,False
806,1,2,31,0.644,0.662,21,10,22,0,True
807,1,2,31,0.5,0.5,21,10,22,10,False
808,1,2,31,0.5,0.5,21,10,22,10,True
809,1,2,31,0.5,0.5,21,10,22,20,False
810,1,2,31,0.5,0.5,21,10,22,20,True
811,1,2,31,0.644,0.662,21,10,32,0,False
812,1,2,31,0.644,0.662,21,10,32,0,True
813,1,2,31,0.5,0.5,21,10,32,10,False
814,1,2,31,0.5,0.5,21,10,32,10,True
815,1,2,31,0.5,0.5,21,10,32,20,False
816,1,2,31,0.5,0.5,21,10,32,20,True
817,1,2,31,0.791,0.778,21,10,2,0,False
818,1,2,31,0.791,0.778,21,10,2,0,True
819,1,2,31,0.5,0.5,21,10,2,10,False
820,1,2,31,0.5,0.5,21,10,2,10,True
821,1,2,31,0.5,0.5,21,10,2,20,False
822,1,2,31,0.5,0.5,21,10,2,20,True
823,1,2,31,0.791,0.778,21,10,12,0,False
824,1,2,31,0.791,0.778,21,10,12,0,True
825,1,2,31,0.5,0.5,21,10,12,10,False
826,1,2,31,0.5,0.5,21,10,12,10,True
827,1,2,31,0.5,0.5,21,10,12,20,False
828,1,2,31,0.5,0.5,21,10,12,20,True
829,1,2,31,0.791,0.778,21,10,22,0,False
830,1,2,31,0.791,0.778,21,10,22,0,True
831,1,2,31,0.5,0.5,21,10,22,10,False
832,1,2,31,0.5,0.5,21,10,22,10,True
833,1,2,31,0.5,0.5,21,10,22,20,False
834,1,2,31,0.5,0.5,21,10,22,20,True
835,1,2,31,0.791,0.778,21,10,32,0,False
836,1,2,31,0.791,0.778,21,10,32,0,True
837,1,2,31,0.5,0.5,21,10,32,10,False
838,1,2,31,0.5,0.5,21,10,32,10,True
839,1,2,31,0.5,0.5,21,10,32,20,False
840,1,2,31,0.5,0.5,21,10,32,20,True
841,1,2,31,0.791,0.778,21,10,2,0,False
842,1,2,31,0.791,0.778,21,10,2,0,True
843,1,2,31,0.5,0.5,21,10,2,10,False
844,1,2,31,0.5,0.5,21,10,2,10,True
845,1,2,31,0.5,0.5,21,10,2,20,False
846,1,2,31,0.5,0.5,21,10,2,20,True
847,1,2,31,0.791,0.778,21,10,12,0,False
848,1,2,31,0.791,0.778,21,10,12,0,True
849,1,2,31,0.5,0.5,21,10,12,10,False
850,1,2,31,0.5,0.5,21,10,12,10,True
851,1,2,31,0.5,0.5,21,10,12,20,False
852,1,2,31,0.5,0.5,21,10,12,20,True
853,1,2,31,0.791,0.778,21,10,22,0,False
854,1,2,31,0.791,0.778,21,10,22,0,True
855,1,2,31,0.5,0.5,21,10,22,10,False
856,1,2,31,0.5,0.5,21,10,22,10,True
857,1,2,31,0.5,0.5,21,10,22,20,False
858,1,2,31,0.5,0.5,21,10,22,20,True
859,1,2,31,0.791,0.778,21,10,32,0,False
860,1,2,31,0.791,0.778,21,10,32,0,True
861,1,2,31,0.5,0.5,21,10,32,10,False
862,1,2,31,0.5,0.5,21,10,32,10,True
863,1,2,31,0.5,0.5,21,10,32,20,False
864,1,2,31,0.5,0.5,21,10,32,20,True
865,1,12,1,0.644,0.662,1,10,2,0,False
866,1,12,1,0.644,0.662,1,10,2,0,True
867,1,12,1,0.5,0.5,1,10,2,10,False
868,1,12,1,0.5,0.5,1,10,2,10,True
869,1,12,1,0.5,0.5,1,10,2,20,False
870,1,12,1,0.5,0.5,1,10,2,20,True
871,1,12,1,0.644,0.662,1,10,12,0,False
872,1,12,1,0.644,0.662,1,10,12,0,True
873,1,12,1,0.5,0.5,1,10,12,10,False
874,1,12,1,0.5,0.5,1,10,12,10,True
875,1,12,1,0.5,0.5,1,10,12,20,False
876,1,12,1,0.5,0.5,1,10,12,20,True
877,1,12,1,0.644,0.662,1,10,22,0,False
878,1,12,1,0.644,0.662,1,10,22,0,True
879,1,12,1,0.5,0.5,1,10,22,10,False
880,1,12,1,0.5,0.5,1,10,22,10,True
881,1,12,1,0.5,0.5,1,10,22,20,False
882,1,12,1,0.5,0.5,1,10,22,20,True
883,1,12,1,0.644,0.662,1,10,32,0,False
884,1,12,1,0.644,0.662,1,10,32,0,True
885,1,12,1,0.5,0.5,1,10,32,10,False
886,1,12,1,0.5,0.5,1,10,32,10,True
887,1,12,1,0.5,0.5,1,10,32,20,False
888,1,12,1,0.5,0.5,1,10,32,20,True
889,1,12,1,0.791,0.778,1,10,2,0,False
890,1,12,1,0.791,0.778,1,10,2,0,True
891,1,12,1,0.5,0.5,1,10,2,10,False
892,1,12,1,0.5,0.5,1,10,2,10,True
893,1,12,1,0.5,0.5,1,10,2,20,False
894,1,12,1,0.5,0.5,1,10,2,20,True
895,1,12,1,0.791,0.778,1,10,12,0,False
896,1,12,1,0.791,0.778,1,10,12,0,True
897,1,12,1,0.5,0.5,1,10,12,10,False
898,1,12,1,0.5,0.5,1,10,12,10,True
899,1,12,1,0.5,0.5,1,10,12,20,False
900,1,12,1,0.5,0.5,1,10,12,20,True
901,1,12,1,0.791,0.778,1,10,22,0,False
902,1,12,1,0.791,0.778,1,10,22,0,True
903,1,12,1,0.5,0.5,1,10,22,10,False
904,1,12,1,0.5,0.5,1,10,22,10,True
905,1,12,1,0.5,0.5,1,10,22,20,False
906,1,12,1,0.5,0.5,1,10,22,20,True
907,1,12,1,0.791,0.778,1,10,32,0,False
908,1,12,1,0.791,0.778,1,10,32,0,True
909,1,12,1,0.5,0.5,1,10,32,10,False
910,1,12,1,0.5,0.5,1,10,32,10,True
911,1,12,1,0.5,0.5,1,10,32,20,False
912,1,12,1,0.5,0.5,1,10,32,20,True
913,1,12,1,0.791,0.778,1,10,2,0,False
914,1,12,1,0.791,0.778,1,10,2,0,True
915,1,12,1,0.5,0.5,1,10,2,10,False
916,1,12,1,0.5,0.5,1,10,2,10,True
917,1,12,1,0.5,0.5,1,10,2,20,False
918,1,12,1,0.5,0.5,1,10,2,20,True
919,1,12,1,0.791,0.778,1,10,12,0,False
920,1,12,1,0.791,0.778,1,10,12,0,True
921,1,12,1,0.5,0.5,1,10,12,10,False
922,1,12,1,0.5,0.5,1,10,12,10,True
923,1,12,1,0.5,0.5,1,10,12,20,False
924,1,12,1,0.5,0.5,1,10,12,20,True
925,1,12,1,0.791,0.778,1,10,22,0,False
926,1,12,1,0.791,0.778,1,10,22,0,True
927,1,12,1,0.5,0.5,1,10,22,10,False
928,1,12,1,0.5,0.5,1,10,22,10,True
929,1,12,1,0.5,0.5,1,10,22,20,False
930,1,12,1,0.5,0.5,1,10,22,20,True
931,1,12,1,0.791,0.778,1,10,32,0,False
932,1,12,1,0.791,0.778,1,10,32,0,True
933,1,12,1,0.5,0.5,1,10,32,10,False
934,1,12,1,0.5,0.5,1,10,32,10,True
935,1,12,1,0.5,0.5,1,10,32,20,False
936,1,12,1,0.5,0.5,1,10,32,20,True
937,1,12,1,0.644,0.662,11,10,2,0,False
938,1,12,1,0.644,0.662,11,10,2,0,True
939,1,12,1,0.5,0.5,11,10,2,10,False
940,1,12,1,0.5,0.5,11,10,2,10,True
941,1,12,1,0.5,0.5,11,10,2,20,False
942,1,12,1,0.5,0.5,11,10,2,20,True
943,1,12,1,0.644,0.662,11,10,12,0,False
944,1,12,1,0.644,0.662,11,10,12,0,True
945,1,12,1,0.5,0.5,11,10,12,10,False
946,1,12,1,0.5,0.5,11,10,12,10,True
947,1,12,1,0.5,0.5,11,10,12,20,False
948,1,12,1,0.5,0.5,11,10,12,20,True
949,1,12,1,0.644,0.662,11,10,22,0,False
950,1,12,1,0.644,0.662,11,10,22,0,True
951,1,12,1,0.5,0.5,11,10,22,10,False
952,1,12,1,0.5,0.5,11,10,22,10,True
953,1,12,1,0.5,0.5,11,10,22,20,False
954,1,12,1,0.5,0.5,11,10,22,20,True
955,1,12,1,0.644,0.662,11,10,32,0,False
956,1,12,1,0.644,0.662,11,10,32,0,True
957,1,12,1,0.5,0.5,11,10,32,10,False
958,1,12,1,0.5,0.5,11,10,32,10,True
959,1,12,1,0.5,0.5,11,10,32,20,False
960,1,12,1,0.5,0.5,11,10,32,20,True
961,1,12,1,0.791,0.778,11,10,2,0,False
962,1,12,1,0.791,0.778,11,10,2,0,True
963,1,12,1,0.5,0.5,11,10,2,10,False
964,1,12,1,0.5,0.5,11,10,2,10,True
965,1,12,1,0.5,0.5,11,10,2,20,False
966,1,12,1,0.5,0.5,11,10,2,20,True
967,1,12,1,0.791,0.778,11,10,12,0,False
968,1,12,1,0.791,0.778,11,10,12,0,True
969,1,12,1,0.5,0.5,11,10,12,10,False
970,1,12,1,0.5,0.5,11,10,12,10,True
971,1,12,1,0.5,0.5,11,10,12,20,False
972,1,12,1,0.5,0.5,11,10,12,20,True
973,1,12,1,0.791,0.778,11,10,22,0,False
974,1,12,1,0.791,0.778,11,10,22,0,True
975,1,12,1,0.5,0.5,11,10,22,10,False
976,1,12,1,0.5,0.5,11,10,22,10,True
977,1,12,1,0.5,0.5,11,10,22,20,False
978,1,12,1,0.5,0.5,11,10,22,20,True
979,1,12,1,0.791,0.778,11,10,32,0,False
980,1,12,1,0.791,0.778,11,10,32,0,True
981,1,12,1,0.5,0.5,11,10,32,10,False
982,1,12,1,0.5,0.5,11,10,32,10,True
983,1,12,1,0.5,0.5,11,10,32,20,False
984,1,12,1,0.5,0.5,11,10,32,20,True
985,1,12,1,0.791,0.778,11,10,2,0,False
986,1,12,1,0.791,0.778,11,10,2,0,True
987,1,12,1,0.5,0.5,11,10,2,10,False
988,1,12,1,0.5,0.5,11,10,2,10,True
989,1,12,1,0.5,0.5,11,10,2,20,False
990,1,12,1,0.5,0.5,11,10,2,20,True
991,1,12,1,0.791,0.778,11,10,12,0,False
992,1,12,1,0.791,0.778,11,10,12,0,True
993,1,12,1,0.5,0.5,11,10,12,10,False
994,1,12,1,0.5,0.5,11,10,12,10,True
995,1,12,1,0.5,0.5,11,10,12,20,False
996,1,12,1,0.5,0.5,11,10,12,20,True
997,1,12,1,0.791,0.778,11,10,22,0,False
998,1,12,1,0.791,0.778,11,10,22,0,True
999,1,12,1,0.5,0.5,11,10,22,10,False
1000,1,12,1,0.5,0.5,11,10,22,10,True
1001,1,12,1,0.5,0.5,11,10,22,20,False
1002,1,12,1,0.5,0.5,11,10,22,20,True
1003,1,12,1,0.791,0.778,11,10,32,0,False
1004,1,12,1,0.791,0.778,11,10,32,0,True
1005,1,12,1,0.5,0.5,11,10,32,10,False
1006,1,12,1,0.5,0.5,11,10,32,10,True
1007,1,12,1,0.5,0.5,11,10,32,20,False
1008,1,12,1,0.5,0.5,11,10,32,20,True
1009,1,12,1,0.644,0.662,21,10,2,0,False
1010,1,12,1,0.644,0.662,21,10,2,0,True
1011,1,12,1,0.5,0.5,21,10,2,10,False
1012,1,12,1,0.5,0.5,21,10,2,10,True
1013,1,12,1,0.5,0.5,21,10,2,20,False
1014,1,12,1,0.5,0.5,21,10,2,20,True
1015,1,12,1,0.644,0.662,21,10,12,0,False
1016,1,12,1,0.644,0.662,21,10,12,0,True
1017,1,12,1,0.5,0.5,21,10,12,10,False
1018,1,12,1,0.5,0.5,21,10,12,10,True
1019,1,12,1,0.5,0.5,21,10,12,20,False
1020,1,12,1,0.5,0.5,21,10,12,20,True
1021,1,12,1,0.644,0.662,21,10,22,0,False
1022,1,12,1,0.644,0.662,21,10,22,0,True
1023,1,12,1,0.5,0.5,21,10,22,10,False
1024,1,12,1,0.5,0.5,21,10,22,10,True
1025,1,12,1,0.5,0.5,21,10,22,20,False
1026,1,12,1,0.5,0.5,21,10,22,20,True
1027,1,12,1,0.644,0.662,21,10,32,0,False
1028,1,12,1,0.644,0.662,21,10,32,0,True
1029,1,12,1,0.5,0.5,21,10,32,10,False
1030,1,12,1,0.5,0.5,21,10,32,10,True
1031,1,12,1,0.5,0.5,21,10,32,20,False
1032,1,12,1,0.5,0.5,21,10,32,20,True
1033,1,12,1,0.791,0.778,21,10,2,0,False
1034,1,12,1,0.791,0.778,21,10,2,0,True
1035,1,12,1,0.5,0.5,21,10,2,10,False
1036,1,12,1,0.5,0.5,21,10,2,10,True
1037,1,12,1,0.5,0.5,21,10,2,20,False
1038,1,12,1,0.5,0.5,21,10,2,20,True
1039,1,12,1,0.791,0.778,21,10,12,0,False
1040,1,12,1,0.791,0.778,21,10,12,0,True
1041,1,12,1,0.5,0.5,21,10,12,10,False
1042,1,12,1,0.5,0.5,21,10,12,10,True
1043,1,12,1,0.5,0.5,21,10,12,20,False
1044,1,12,1,0.5,0.5,21,10,12,20,True
1045,1,12,1,0.791,0.778,21,10,22,0,False
1046,1,12,1,0.791,0.778,21,10,22,0,True
1047,1,12,1,0.5,0.5,21,10,22,10,False
1048,1,12,1,0.5,0.5,21,10,22,10,True
